Metric,Harrell_C,Harrell_C,Uno_C,Uno_C,IBS,IBS
Dataset,train_valid,test,train_valid,test,train_valid,test
Reg_Cox,,,,,,
Mean,0.774,0.757,0.783,0.769,0.071,0.075
SD,0.012,0.05,0.016,0.064,0.003,0.01
