Metric,ROC-AUC,ROC-AUC,G-mean,G-mean,Precision,Precision,Sensitivity,Sensitivity,Specificity,Specificity,MAA,MAA,Accuracy,Accuracy
Dataset,train_valid,test,train_valid,test,train_valid,test,train_valid,test,train_valid,test,train_valid,test,train_valid,test
SVM,,,,,,,,,,,,,,
Mean,0.827,0.799,0.732,0.731,0.136,0.14,0.854,0.836,0.628,0.644,0.741,0.74,0.643,0.656
SD,0.015,0.062,0.019,0.047,0.009,0.023,0.035,0.104,0.024,0.052,0.02,0.052,0.022,0.048
