Metric,Harrell_C,Harrell_C,Uno_C,Uno_C,IBS,IBS
Dataset,train_valid,test,train_valid,test,train_valid,test
GBT,,,,,,
Mean,0.868,0.847,0.869,0.844,0.055,0.061
SD,0.013,0.046,0.013,0.052,0.003,0.007
