Metric,Harrell_C,Harrell_C,Uno_C,Uno_C,IBS,IBS
Dataset,train_valid,test,train_valid,test,train_valid,test
GBT,,,,,,
Mean,0.791,0.756,0.793,0.766,0.072,0.078
SD,0.011,0.051,0.015,0.06,0.002,0.008
