Metric,Harrell_C,Harrell_C,Uno_C,Uno_C,IBS,IBS
Dataset,train_valid,test,train_valid,test,train_valid,test
GBT,,,,,,
Mean,0.856,0.834,0.857,0.832,0.057,0.063
SD,0.013,0.036,0.013,0.048,0.004,0.007
