Metric,Harrell_C,Harrell_C,Uno_C,Uno_C,IBS,IBS
Dataset,train_valid,test,train_valid,test,train_valid,test
RSF,,,,,,
Mean,0.949,0.847,0.943,0.837,0.034,0.06
SD,0.016,0.047,0.017,0.06,0.006,0.006
