Metric,Harrell_C,Harrell_C,Uno_C,Uno_C,IBS,IBS
Dataset,train_valid,test,train_valid,test,train_valid,test
Reg_Cox,,,,,,
Mean,0.873,0.863,0.871,0.854,0.052,0.056
SD,0.013,0.053,0.014,0.056,0.003,0.011
