Metric,Harrell_C,Harrell_C,Uno_C,Uno_C,IBS,IBS
Dataset,train_valid,test,train_valid,test,train_valid,test
GBT,,,,,,
Mean,0.862,0.84,0.858,0.833,0.056,0.062
SD,0.016,0.058,0.016,0.066,0.003,0.009
