Metric,Harrell_C,Harrell_C,Uno_C,Uno_C,IBS,IBS
Dataset,train_valid,test,train_valid,test,train_valid,test
CoxPH,,,,,,
Mean,0.774,0.756,0.783,0.767,0.071,0.075
SD,0.012,0.051,0.015,0.065,0.003,0.01
