Metric,Harrell_C,Harrell_C,Uno_C,Uno_C,IBS,IBS
Dataset,train_valid,test,train_valid,test,train_valid,test
GBT,,,,,,
Mean,0.868,0.845,0.87,0.84,0.055,0.06
SD,0.012,0.044,0.013,0.054,0.003,0.007
