Metric,Harrell_C,Harrell_C,Uno_C,Uno_C,IBS,IBS
Dataset,train_valid,test,train_valid,test,train_valid,test
Reg_Cox,,,,,,
Mean,0.817,0.799,0.821,0.801,0.066,0.072
SD,0.013,0.056,0.011,0.05,0.003,0.007
