Metric,Harrell_C,Harrell_C,Uno_C,Uno_C,IBS,IBS
Dataset,train_valid,test,train_valid,test,train_valid,test
GBT,,,,,,
Mean,0.865,0.844,0.866,0.844,0.056,0.062
SD,0.013,0.043,0.013,0.046,0.003,0.007
