Metric,Harrell_C,Harrell_C,Uno_C,Uno_C,IBS,IBS
Dataset,train_valid,test,train_valid,test,train_valid,test
GBT,,,,,,
Mean,0.871,0.848,0.87,0.844,0.054,0.059
SD,0.012,0.045,0.012,0.053,0.003,0.007
