SVDp,num_lacunes,mb_bin,TBV_ml,Trans_PSMD,global_cog,EF,PS,age,edu_yrs,sex,HTN,HC,diabetes,smoking,dementia_3yr
1.2299186282433319,1.447773040365194,0.5484837322879342,1101.3245152719603,-7.933050376857251,0.935629360464354,1.1566523098877584,0.4398400914208105,64.7144942726496,16.621850351689208,0.1474782151908353,0.9218340887130657,0.87392499169579,0.22230722453261842,0.4470874030782502,0.0
-0.01981402692762145,0.3970767744193155,0.2636567852042794,866.9199210391654,-8.14436073811596,0.7808137440780929,0.5504626895340986,0.44533167370489546,62.800225234417915,11.751188882192473,0.4903734760301913,0.6780683393727963,1.0497364264766307,0.20543574737710849,0.17535591327308364,0.0
0.06693598210403581,0.27066495394073575,0.11602457193577062,1127.3098879529487,-8.171323184399009,0.27487243646445725,0.006961902378951945,0.26575602972636225,59.86976036010899,8.799271415309159,0.3803881636049177,0.718238950421887,0.53433993446074,0.07925859889539902,0.7841893800499672,0.0
3.0790501237179075,6.214737507655726,1.000739016347365,990.8018108728843,-7.541602169087118,-1.9109667787356945,-2.6021061240338392,-2.0658223533554763,78.2838034267911,10.846559317707452,0.12701493240106848,1.0423560995299403,1.1108271626708357,0.3434512087578286,0.6731610290942781,1.0
-0.04092460637390016,-0.14974672715964776,0.04766805170706971,822.1057280385382,-7.999987924153973,-2.7777882837937398,-3.6312042419052553,-2.7018557406162462,80.49911678136091,2.6024480166125175,1.0281596499885988,0.6918535445871421,0.8309913482925804,-0.13506262998340343,-0.04600406910654493,1.0
0.014417690570686523,-0.28401677388617297,0.20020194127986435,1011.0912461371896,-7.962979198027082,-1.7662031522253492,-1.0256256905259278,-0.5448384765095018,87.57253987880932,16.185045204407132,1.6584835268130373,-0.26855918631382997,-0.08071638732038398,-0.09889638105304013,-0.4290433915306076,1.0
4.378622757716829,-0.7403249579850866,-0.23189719323434496,894.4900854317941,-7.686293911682585,-1.9038018730057567,-1.4105154001863087,-2.1912054954236027,72.07386012485266,10.910359868714545,1.3072128790570725,1.0298314422874095,1.1031514100495166,0.2148435544408996,-0.26111369521658595,1.0
6.989329630832373,3.1859628602173977,2.2696305487312465,825.5915752552643,-7.857583110240642,-1.4407089067052143,-1.9253728280917692,-2.854182909405766,71.47495550787566,7.177719074869195,-0.9497489465097048,0.8466187625849201,-0.16486368681500543,1.9306009558660389,1.76257372038556,1.0
1.0675173685296497,0.03133352496099251,0.02834828008673563,873.6074105967558,-7.964529960954583,-1.8153726798752254,-1.0319621936058547,-1.3223748138618148,85.34320677843814,3.47848959746237,1.0053043983110759,0.9043276159234584,-0.1551429921003843,-0.007416091306439418,-0.0405583525812195,1.0
1.1082409644559135,-0.15555962441734583,-0.22261989037022611,855.8802329663645,-7.695794921572392,-1.6425320073953513,-1.8580893458820802,-0.8099213072187276,79.96130627273644,11.087755704689682,0.34358068694620464,0.7124026636043236,0.46534934219113677,1.0403109823993064,1.01414541621039,1.0
